,snow_depth,day
50989,67.4,21
50990,68.0,21
50991,68.1,20
50992,67.9,20
50993,68.1,20
50994,69.2,20
50995,68.9,20
50996,67.9,20
50997,67.6,20
50998,67.7,20
50999,67.6,20
51000,68.2,20
51001,68.4,20
51002,68.1,20
51003,68.1,20
51004,68.4,20
51005,68.5,20
51006,68.6,20
51007,68.6,20
51008,67.9,20
51009,68.5,20
51010,69.8,20
51011,69.8,20
51012,70.0,20
51013,70.1,20
51014,70.5,20
51015,69.4,19
51016,69.2,19
51017,69.7,19
51018,70.1,19
51019,70.3,19
51020,70.4,19
51021,70.3,19
51022,70.4,19
51023,70.4,19
51024,69.8,19
51025,69.0,19
51026,69.2,19
51027,69.0,19
51028,68.1,19
51029,68.2,19
51030,68.4,19
51031,68.7,19
51032,69.0,19
51033,68.6,19
51034,68.5,19
51035,68.7,19
51036,68.8,19
51037,69.1,19
51038,69.5,19
51039,70.1,18
51040,70.4,18
51041,70.5,18
51042,70.7,18
51043,70.0,18
51044,69.1,18
51045,70.0,18
51046,70.6,18
51047,69.3,18
51048,70.3,18
51049,70.5,18
51050,71.0,18
51051,69.8,18
51052,71.3,18
51053,71.8,18
51054,71.1,18
51055,70.5,18
51056,71.8,18
51057,71.3,18
51058,71.6,18
51059,71.1,18
51060,70.3,18
51061,71.0,18
51062,71.3,18
51063,71.8,17
51064,71.6,17
51065,71.3,17
51066,71.7,17
51067,71.4,17
51068,71.2,17
51069,70.0,17
51070,69.4,17
51071,71.4,17
51072,71.2,17
51073,70.2,17
51074,71.3,17
51075,70.4,17
51076,70.9,17
51077,71.5,17
51078,72.1,17
51079,72.5,17
51080,72.5,17
51081,71.8,17
51082,71.0,17
51083,72.2,17
51084,72.3,17
51085,72.6,17
51086,72.6,17
51087,72.1,16
51088,71.9,16
51089,72.1,16
51090,71.6,16
51091,71.7,16
51092,71.0,16
51093,70.7,16
51094,70.0,16
51095,70.7,16
51096,69.7,16
51097,69.8,16
51098,70.8,16
51099,71.0,16
51100,71.2,16
51101,71.0,16
51102,70.9,16
51103,70.2,16
51104,69.5,16
51105,69.9,16
51106,69.8,16
51107,69.7,16
51108,69.3,16
51109,69.3,16
51110,69.1,16
51111,68.6,15
51112,68.7,15
51113,69.0,15
51114,68.8,15
51115,68.5,15
51116,68.1,15
51117,68.2,15
51118,68.1,15
51119,68.1,15
51120,67.6,15
51121,67.6,15
51122,67.7,15
51123,67.3,15
51124,67.3,15
51125,66.9,15
51126,66.5,15
51127,66.6,15
51128,66.4,15
51129,66.6,15
51130,66.3,15
51131,66.1,15
51132,66.0,15
51133,66.7,15
51134,66.6,15
51135,66.9,14
51136,67.0,14
51137,67.2,14
51138,67.3,14
51139,67.0,14
51140,66.8,14
51141,66.9,14
51142,67.0,14
51143,66.3,14
51144,67.2,14
51145,67.1,14
51146,67.5,14
51147,67.8,14
51148,67.0,14
51149,66.8,14
51150,66.5,14
51151,65.8,14
51152,65.7,14
51153,65.2,14
51154,65.2,14
51155,65.3,14
51156,64.7,14
51157,65.0,14
51158,65.6,14
51159,65.4,13
51160,65.7,13
51161,65.4,13
51162,65.8,13
51163,65.5,13
51164,65.1,13
51165,65.2,13
51166,65.7,13
51167,65.7,13
51168,65.8,13
51169,64.6,13
51170,64.1,13
51171,64.9,13
51172,66.0,13
51173,65.8,13
51174,65.7,13
51175,65.3,13
51176,65.0,13
51177,64.8,13
51178,64.6,13
51179,64.7,13
51180,65.0,13
51181,65.2,13
51182,65.4,13
51183,65.7,12
51184,65.8,12
51185,65.9,12
51186,65.9,12
51187,65.7,12
51188,65.7,12
51189,64.9,12
51190,65.6,12
51191,66.2,12
51192,67.0,12
51193,67.8,12
51194,67.9,12
51195,67.1,12
51196,68.1,12
51197,68.5,12
51198,68.7,12
51199,68.9,12
51200,68.9,12
51201,68.9,12
51202,67.2,12
51203,66.6,12
51204,65.6,12
51205,65.7,12
51206,65.0,12
51207,64.2,11
51208,64.8,11
51209,65.1,11
51210,65.8,11
51211,66.3,11
51212,66.2,11
51213,65.9,11
51214,66.0,11
51215,64.8,11
51216,65.0,11
51217,64.0,11
51218,64.1,11
51219,64.1,11
51220,64.4,11
51221,65.3,11
51222,63.3,11
51223,64.4,11
51224,64.5,11
51225,64.3,11
51226,65.2,11
51227,65.0,11
51228,65.0,11
51229,65.0,11
51230,65.1,11
51231,65.3,10
51232,64.6,10
51233,64.0,10
51234,64.2,10
51235,64.3,10
51236,63.9,10
51237,63.8,10
51238,64.3,10
51239,65.2,10
51240,65.6,10
51241,65.0,10
51242,65.7,10
51243,66.3,10
51244,66.2,10
51245,66.8,10
51246,67.0,10
51247,67.0,10
51248,66.8,10
51249,66.8,10
51250,66.4,10
51251,66.0,10
51252,65.1,10
51253,64.2,10
51254,63.8,10
51255,64.3,9
51256,64.2,9
51257,63.6,9
51258,64.4,9
51259,64.1,9
51260,64.0,9
51261,63.9,9
51262,64.2,9
51263,64.1,9
51264,64.0,9
51265,64.5,9
51266,65.1,9
51267,65.2,9
51268,65.4,9
51269,64.8,9
51270,64.0,9
51271,64.4,9
51272,64.3,9
51273,64.6,9
51274,64.8,9
51275,64.7,9
51276,65.1,9
51277,65.0,9
51278,65.3,9
51279,65.8,8
51280,66.2,8
51281,66.1,8
51282,65.1,8
51283,65.0,8
51284,65.7,8
51285,64.7,8
51286,64.7,8
51287,64.5,8
51288,63.6,8
51289,62.7,8
51290,60.6,8
51291,60.3,8
51292,59.4,8
51293,60.0,8
51294,60.1,8
51295,59.9,8
51296,59.2,8
51297,58.5,8
51298,59.0,8
51299,58.3,8
51300,58.6,8
51301,58.0,8
51302,60.9,8
51303,57.7,7
51304,61.1,7
51305,60.5,7
51306,57.0,7
51307,58.6,7
51308,59.6,7
51309,59.5,7
51310,59.2,7
51311,58.9,7
51312,58.0,7
51313,57.1,7
51314,56.6,7
51315,55.8,7
51316,57.7,7
51317,59.7,7
51318,59.7,7
51319,59.6,7
51320,59.6,7
51321,58.9,7
51322,58.7,7
51323,57.6,7
51324,58.0,7
51325,57.7,7
51326,57.8,7
51327,56.6,6
51328,56.3,6
51329,56.3,6
51330,56.2,6
51331,56.4,6
51332,56.5,6
51333,56.5,6
51334,56.4,6
51335,56.3,6
51336,56.2,6
51337,56.3,6
51338,56.2,6
51339,56.3,6
51340,56.3,6
51341,56.2,6
51342,57.5,6
51343,58.2,6
51344,58.9,6
51345,58.9,6
51346,58.9,6
51347,57.8,6
51348,59.2,6
51349,58.9,6
51350,57.2,6
51351,57.0,5
51352,58.1,5
51353,57.8,5
51354,57.8,5
51355,58.6,5
51356,57.5,5
51357,58.7,5
51358,58.9,5
51359,58.1,5
51360,59.3,5
51361,59.3,5
51362,58.9,5
51363,58.7,5
51364,57.0,5
51365,58.7,5
51366,58.7,5
51367,58.4,5
51368,58.1,5
51369,57.2,5
51370,57.9,5
51371,57.9,5
51372,58.8,5
51373,59.0,5
51374,59.2,5
51375,59.4,4
51376,59.5,4
51377,59.7,4
51378,59.5,4
51379,60.0,4
51380,60.5,4
51381,60.5,4
51382,60.2,4
51383,60.0,4
51384,59.8,4
51385,59.9,4
51386,60.0,4
51387,59.7,4
51388,59.7,4
51389,59.7,4
51390,59.7,4
51391,59.8,4
51392,59.8,4
51393,59.1,4
51394,59.0,4
51395,58.9,4
51396,58.9,4
51397,58.7,4
51398,57.6,4
51399,57.4,3
51400,58.5,3
51401,58.7,3
51402,59.9,3
51403,60.4,3
51404,60.5,3
51405,60.4,3
51406,60.4,3
51407,60.2,3
51408,60.3,3
51409,60.5,3
51410,60.5,3
51411,60.7,3
51412,60.7,3
51413,60.7,3
51414,60.7,3
51415,60.8,3
51416,60.8,3
51417,60.8,3
51418,60.8,3
51419,60.9,3
51420,60.9,3
51421,61.0,3
51422,61.0,3
51423,61.0,2
51424,61.1,2
51425,61.0,2
51426,61.0,2
51427,61.0,2
51428,60.9,2
51429,60.8,2
51430,60.8,2
51431,60.9,2
51432,60.9,2
51433,61.0,2
51434,60.9,2
51435,61.2,2
51436,61.4,2
51437,61.6,2
51438,61.6,2
51439,59.9,2
51440,59.5,2
51441,59.8,2
51442,60.1,2
51443,60.0,2
51444,60.1,2
51445,60.1,2
51446,60.2,2
51447,60.4,1
51448,60.5,1
51449,60.4,1
51450,60.5,1
51451,60.4,1
51452,60.1,1
51453,60.5,1
51454,60.6,1
51455,60.6,1
51456,60.7,1
51457,60.8,1
51458,60.8,1
51459,61.0,1
51460,61.0,1
51461,61.0,1
51462,61.1,1
51463,61.2,1
51464,61.4,1
51465,61.3,1
51466,61.3,1
51467,60.9,1
51468,62.0,1
51469,62.0,1
51470,62.0,1
59547,,29
59548,,29
59549,,29
59550,,29
59551,,29
59552,,29
59553,,29
59554,,29
59555,,29
59556,,29
59557,,29
59558,,29
59559,,29
59560,,29
59561,,29
59562,,29
59563,,29
59564,,29
59565,,29
59566,,29
59567,,29
59568,,29
59569,,29
59570,,29
59571,,28
59572,,28
59573,,28
59574,,28
59575,,28
59576,,28
59577,,28
59578,,28
59579,,28
59580,,28
59581,,28
59582,,28
59583,,28
59584,,28
59585,,28
59586,,28
59587,,28
59588,,28
59589,,28
59590,,28
59591,,28
59592,,28
59593,,28
59594,,28
59595,,27
59596,,27
59597,,27
59598,,27
59599,,27
59600,,27
59601,,27
59602,,27
59603,,27
59604,,27
59605,,27
59606,,27
59607,,27
59608,,27
59609,,27
59610,,27
59611,,27
59612,,27
59613,,27
59614,,27
59615,,27
59616,,27
59617,,27
59618,,27
59619,,26
59620,,26
59621,,26
59622,,26
59623,,26
59624,,26
59625,,26
59626,,26
59627,,26
59628,,26
59629,,26
59630,,26
59631,,26
59632,,26
59633,,26
59634,,26
59635,,26
59636,,26
59637,,26
59638,,26
59639,,26
59640,,26
59641,,26
59642,,26
59643,,25
59644,,25
59645,,25
59646,,25
59647,,25
59648,,25
59649,,25
59650,,25
59651,,25
59652,,25
59653,,25
59654,,25
59655,,25
59656,,25
59657,,25
59658,,25
59659,,25
59660,,25
59661,,25
59662,,25
59663,,25
59664,,25
59665,,25
59666,,25
59667,,24
59668,,24
59669,,24
59670,,24
59671,,24
59672,,24
59673,,24
59674,,24
59675,,24
59676,,24
59677,,24
59678,,24
59679,,24
59680,,24
59681,,24
59682,,24
59683,,24
59684,,24
59685,,24
59686,,24
59687,,24
59688,,24
59689,,24
59690,,24
59691,,23
59692,,23
59693,,23
59694,,23
59695,,23
59696,,23
59697,,23
59698,,23
59699,,23
59700,,23
59701,,23
59702,,23
59703,,23
59704,,23
59705,,23
59706,,23
59707,,23
59708,,23
59709,,23
59710,,23
59711,,23
59712,,23
59713,,23
59714,,23
59715,,22
59716,,22
59717,,22
59718,,22
59719,,22
59720,,22
59721,,22
59722,,22
59723,,22
59724,,22
59725,,22
59726,,22
59727,,22
59728,,22
59729,,22
59730,,22
59731,,22
59732,,22
59733,,22
59734,,22
59735,,22
59736,,22
59737,,22
59738,,22
59739,,21
59740,,21
59741,,21
59742,,21
59743,,21
59744,,21
59745,,21
59746,,21
59747,,21
59748,,21
59749,,21
59750,,21
59751,,21
59752,,21
59753,,21
59754,,21
59755,,21
59756,,21
59757,,21
59758,,21
59759,,21
59760,,21
59761,,21
59762,,21
59763,,20
59764,,20
59765,,20
59766,,20
59767,,20
59768,,20
59769,,20
59770,,20
59771,,20
59772,,20
59773,,20
59774,,20
59775,,20
59776,,20
59777,,20
59778,,20
59779,,20
59780,,20
59781,,20
59782,,20
59783,,20
59784,,20
59785,,20
59786,,20
59787,,19
59788,,19
59789,,19
59790,,19
59791,,19
59792,,19
59793,,19
59794,,19
59795,,19
59796,,19
59797,,19
59798,,19
59799,,19
59800,,19
59801,,19
59802,,19
59803,,19
59804,,19
59805,,19
59806,,19
59807,,19
59808,,19
59809,,19
59810,,18
59811,,18
59812,,18
59813,,18
59814,,18
59815,,18
59816,,18
59817,,18
59818,,18
59819,,18
59820,,18
59821,,18
59822,,18
59823,,18
59824,,18
59825,,18
59826,,18
59827,,18
59828,,18
59829,,18
59830,,18
59831,,18
59832,,18
59833,,18
59834,,17
59835,,17
59836,,17
59837,,17
59838,,17
59839,,17
59840,,17
59841,,17
59842,,17
59843,,17
59844,,17
59845,,17
59846,,17
59847,,17
59848,,17
59849,,17
59850,,17
59851,,17
59852,,17
59853,,17
59854,,17
59855,,17
59856,,17
59857,,17
59858,,16
59859,,16
59860,,16
59861,,16
59862,,16
59863,,16
59864,,16
59865,,16
59866,,16
59867,,16
59868,,16
59869,,16
59870,,16
59871,,16
59872,,16
59873,,16
59874,,16
59875,,16
59876,,16
59877,,16
59878,,16
59879,,16
59880,,16
59881,,16
59882,,15
59883,,15
59884,,15
59885,,15
59886,,15
59887,,15
59888,,15
59889,,15
59890,,15
59891,,15
59892,,15
59893,,15
59894,,15
59895,,15
59896,,15
59897,,15
59898,,15
59899,,15
59900,,15
59901,,15
59902,,15
59903,,15
59904,,15
59905,,15
59906,,14
59907,,14
59908,,14
59909,,14
59910,,14
59911,,14
59912,,14
59913,,14
59914,,14
59915,,14
59916,,14
59917,,14
59918,,14
59919,,14
59920,,14
59921,,14
59922,,14
59923,,14
59924,,14
59925,,14
59926,,14
59927,,14
59928,,14
59929,,14
59930,,13
59931,,13
59932,,13
59933,,13
59934,,13
59935,,13
59936,,13
59937,,13
59938,,13
59939,,13
59940,,13
59941,,13
59942,,13
59943,,13
59944,,13
59945,,13
59946,,13
59947,,13
59948,,13
59949,,13
59950,,13
59951,,13
59952,,13
59953,,13
59954,,12
59955,,12
59956,,12
59957,,12
59958,,12
59959,,12
59960,,12
59961,,12
59962,,12
59963,,12
59964,,12
59965,,12
59966,,12
59967,,12
59968,,12
59969,,12
59970,,12
59971,,12
59972,,12
59973,,12
59974,,12
59975,,12
59976,,12
59977,,12
59978,,11
59979,,11
59980,,11
59981,,11
59982,,11
59983,,11
59984,,11
59985,,11
59986,,11
59987,,11
59988,,11
59989,,11
59990,,11
59991,,11
59992,,11
59993,,11
59994,,11
59995,,11
59996,,11
59997,,11
59998,,11
59999,,11
60000,,11
60001,,11
60002,,10
60003,,10
60004,,10
60005,,10
60006,,10
60007,,10
60008,,10
60009,,10
60010,,10
60011,,10
60012,,10
60013,,10
60014,,10
60015,,10
60016,,10
60017,,10
60018,,10
60019,,10
60020,,10
60021,,10
60022,,10
60023,,10
60024,,10
60025,,10
60026,,9
60027,,9
60028,,9
60029,,9
60030,,9
60031,,9
60032,,9
60033,,9
60034,,9
60035,,9
60036,,9
60037,,9
60038,,9
60039,,9
60040,,9
60041,,9
60042,,9
60043,,9
60044,,9
60045,,9
60046,,9
60047,,9
60048,,9
60049,,9
60050,,8
60051,,8
60052,,8
60053,,8
60054,,8
60055,,8
60056,,8
60057,,8
60058,,8
60059,,8
60060,,8
60061,,8
60062,,8
60063,,8
60064,,8
60065,,8
60066,,8
60067,,8
60068,,8
60069,,8
60070,,8
60071,,8
60072,,8
60073,,8
60074,,7
60075,,7
60076,,7
60077,,7
60078,,7
60079,,7
60080,,7
60081,,7
60082,,7
60083,,7
60084,,7
60085,,7
60086,,7
60087,,7
60088,,7
60089,,7
60090,,7
60091,,7
60092,,7
60093,,7
60094,,7
60095,,7
60096,,7
60097,,7
60098,,6
60099,,6
60100,,6
60101,,6
60102,,6
60103,,6
60104,,6
60105,,6
60106,,6
60107,,6
60108,,6
60109,,6
60110,,6
60111,,6
60112,,6
60113,,6
60114,,6
60115,,6
60116,,6
60117,,6
60118,,6
60119,,6
60120,,6
60121,,6
60122,,5
60123,,5
60124,,5
60125,,5
60126,,5
60127,,5
60128,,5
60129,,5
60130,,5
60131,,5
60132,,5
60133,,5
60134,,5
60135,,5
60136,,5
60137,,5
60138,,5
60139,,5
60140,,5
60141,,5
60142,,5
60143,,5
60144,,5
60145,,5
60146,,4
60147,,4
60148,,4
60149,,4
60150,,4
60151,,4
60152,,4
60153,,4
60154,,4
60155,,4
60156,,4
60157,,4
60158,,4
60159,,4
60160,,4
60161,,4
60162,,4
60163,,4
60164,,4
60165,,4
60166,,4
60167,,4
60168,,4
60169,,4
60170,,3
60171,,3
60172,,3
60173,,3
60174,,3
60175,,3
60176,,3
60177,,3
60178,,3
60179,,3
60180,,3
60181,,3
60182,,3
60183,,3
60184,,3
60185,,3
60186,,3
60187,,3
60188,,3
60189,,3
60190,,3
60191,,3
60192,,3
60193,,3
60194,,2
60195,,2
60196,,2
60197,,2
60198,,2
60199,,2
60200,,2
60201,,2
60202,,2
60203,,2
60204,,2
60205,,2
60206,,2
60207,,2
60208,,2
60209,,2
60210,,2
60211,,2
60212,,2
60213,,2
60214,,2
60215,,2
60216,,2
60217,,2
60218,,1
60219,,1
60220,,1
60221,,1
60222,,1
60223,,1
60224,,1
60225,,1
60226,,1
60227,,1
60228,,1
60229,,1
60230,,1
60231,,1
60232,,1
60233,,1
60234,,1
60235,,1
60236,,1
60237,,1
60238,,1
60239,,1
60240,,1
60241,,1
66768,,28
66769,,28
66770,,28
66771,,28
66772,,28
66773,,28
66774,,28
66775,,28
66776,,28
66777,,28
66778,,28
66779,,28
66780,,28
66781,,28
66782,,28
66783,,28
66784,,28
66785,,28
66786,,28
66787,,28
66788,,28
66789,,28
66790,,28
66791,,28
66792,,27
66793,,27
66794,,27
66795,,27
66796,,27
66797,,27
66798,,27
66799,,27
66800,,27
66801,,27
66802,,27
66803,,27
66804,,27
66805,,27
66806,,27
66807,,27
66808,,27
66809,,27
66810,,27
66811,,27
66812,,27
66813,,27
66814,,27
66815,,27
66816,,26
66817,,26
66818,,26
66819,,26
66820,,26
66821,,26
66822,,26
66823,,26
66824,,26
66825,,26
66826,,26
66827,,26
66828,,26
66829,,26
66830,,26
66831,,26
66832,,26
66833,,26
66834,,26
66835,,26
66836,,26
66837,,26
66838,,26
66839,,26
66840,,25
66841,,25
66842,,25
66843,,25
66844,,25
66845,,25
66846,,25
66847,,25
66848,,25
66849,,25
66850,,25
66851,,25
66852,,25
66853,,25
66854,,25
66855,,25
66856,,25
66857,,25
66858,,25
66859,,25
66860,,25
66861,,25
66862,,25
66863,,25
66864,,24
66865,,24
66866,,24
66867,,24
66868,,24
66869,,24
66870,,24
66871,,24
66872,,24
66873,,24
66874,,24
66875,,24
66876,,24
66877,,24
66878,,24
66879,,24
66880,,24
66881,,24
66882,,24
66883,,24
66884,,24
66885,,24
66886,,24
66887,,24
66888,,23
66889,,23
66890,,23
66891,,23
66892,,23
66893,,23
66894,,23
66895,,23
66896,,23
66897,,23
66898,,23
66899,,23
66900,,23
66901,,23
66902,,23
66903,,23
66904,,23
66905,,23
66906,,23
66907,,23
66908,,23
66909,,23
66910,,23
66911,,23
66912,,22
66913,,22
66914,,22
66915,,22
66916,,22
66917,,22
66918,,22
66919,,22
66920,,22
66921,,22
66922,,22
66923,,22
66924,,22
66925,,22
66926,,22
66927,,22
66928,,22
66929,,22
66930,,22
66931,,22
66932,,22
66933,,22
66934,,22
66935,,22
66936,,21
66937,,21
66938,,21
66939,,21
66940,,21
66941,,21
66942,,21
66943,,21
66944,,21
66945,,21
66946,,21
66947,,21
66948,,21
66949,,21
66950,,21
66951,,21
66952,,21
66953,,21
66954,,21
66955,,21
66956,,21
66957,,21
66958,,21
66959,,21
66960,,20
66961,,20
66962,,20
66963,,20
66964,,20
66965,,20
66966,,20
66967,,20
66968,,20
66969,,20
66970,,20
66971,,20
66972,,20
66973,,20
66974,,20
66975,,20
66976,,20
66977,,20
66978,,20
66979,,20
66980,,20
66981,,20
66982,,20
66983,,20
66984,,19
66985,,19
66986,,19
66987,,19
66988,,19
66989,,19
66990,,19
66991,,19
66992,,19
66993,,19
66994,,19
66995,,19
66996,,19
66997,,19
66998,,19
66999,,19
67000,,19
67001,,19
67002,,19
67003,,19
67004,,19
67005,,19
67006,,19
67007,,19
67008,,18
67009,,18
67010,,18
67011,,18
67012,,18
67013,,18
67014,,18
67015,,18
67016,,18
67017,,18
67018,,18
67019,,18
67020,,18
67021,,18
67022,,18
67023,,18
67024,,18
67025,,18
67026,,18
67027,,18
67028,,18
67029,,18
67030,,18
67031,,18
67032,,17
67033,,17
67034,,17
67035,,17
67036,,17
67037,,17
67038,,17
67039,,17
67040,,17
67041,,17
67042,,17
67043,,17
67044,,17
67045,,17
67046,,17
67047,,17
67048,,17
67049,,17
67050,,17
67051,,17
67052,,17
67053,,17
67054,,17
67055,,17
67056,,16
67057,,16
67058,,16
67059,,16
67060,,16
67061,,16
67062,,16
67063,,16
67064,,16
67065,,16
67066,,16
67067,,16
67068,,16
67069,,16
67070,,16
67071,,16
67072,,16
67073,,16
67074,,16
67075,,16
67076,,16
67077,,16
67078,,16
67079,,16
67080,,15
67081,,15
67082,,15
67083,,15
67084,,15
67085,,15
67086,,15
67087,,15
67088,,15
67089,,15
67090,,15
67091,,15
67092,,15
67093,,15
67094,,15
67095,,15
67096,,15
67097,,15
67098,,15
67099,,15
67100,,15
67101,,15
67102,,15
67103,,15
67104,,14
67105,,14
67106,,14
67107,,14
67108,,14
67109,,14
67110,,14
67111,,14
67112,,14
67113,,14
67114,,14
67115,,14
67116,,14
67117,,14
67118,,14
67119,,14
67120,,14
67121,,14
67122,,14
67123,,14
67124,,14
67125,,14
67126,,14
67127,,14
67128,,13
67129,,13
67130,,13
67131,,13
67132,,13
67133,,13
67134,,13
67135,,13
67136,,13
67137,,13
67138,,13
67139,,13
67140,,13
67141,,13
67142,,13
67143,,13
67144,,13
67145,,13
67146,,13
67147,,13
67148,,13
67149,,13
67150,,13
67151,,13
67152,,12
67153,,12
67154,,12
67155,,12
67156,,12
67157,,12
67158,,12
67159,,12
67160,,12
67161,,12
67162,,12
67163,,12
67164,,12
67165,,12
67166,,12
67167,,12
67168,,12
67169,,12
67170,,12
67171,,12
67172,,12
67173,,12
67174,,12
67175,,12
67176,,11
67177,,11
67178,,11
67179,,11
67180,,11
67181,,11
67182,,11
67183,,11
67184,,11
67185,,11
67186,,11
67187,,11
67188,,11
67189,,11
67190,,11
67191,,11
67192,,11
67193,,11
67194,,11
67195,,11
67196,,11
67197,,11
67198,,11
67199,,11
67200,,10
67201,,10
67202,,10
67203,,10
67204,,10
67205,,10
67206,,10
67207,,10
67208,,10
67209,,10
67210,,10
67211,,10
67212,,10
67213,,10
67214,,10
67215,,10
67216,,10
67217,,10
67218,,10
67219,,10
67220,,10
67221,,10
67222,,10
67223,,10
67224,,9
67225,,9
67226,,9
67227,,9
67228,,9
67229,,9
67230,,9
67231,,9
67232,,9
67233,,9
67234,,9
67235,,9
67236,,9
67237,,9
67238,,9
67239,,9
67240,,9
67241,,9
67242,,9
67243,,9
67244,,9
67245,,9
67246,,9
67247,,9
67248,,8
67249,,8
67250,,8
67251,,8
67252,,8
67253,,8
67254,,8
67255,,8
67256,,8
67257,,8
67258,,8
67259,,8
67260,,8
67261,,8
67262,,8
67263,,8
67264,,8
67265,,8
67266,,8
67267,,8
67268,,8
67269,,8
67270,,8
67271,,8
67272,,7
67273,,7
67274,,7
67275,,7
67276,,7
67277,,7
67278,,7
67279,,7
67280,,7
67281,,7
67282,,7
67283,,7
67284,,7
67285,,7
67286,,7
67287,,7
67288,,7
67289,,7
67290,,7
67291,,7
67292,,7
67293,,7
67294,,7
67295,,7
67296,,6
67297,,6
67298,,6
67299,,6
67300,,6
67301,,6
67302,,6
67303,,6
67304,,6
67305,,6
67306,,6
67307,,6
67308,,6
67309,,6
67310,,6
67311,,6
67312,,6
67313,,6
67314,,6
67315,,6
67316,,6
67317,,6
67318,,6
67319,,6
67320,,5
67321,,5
67322,,5
67323,,5
67324,,5
67325,,5
67326,,5
67327,,5
67328,,5
67329,,5
67330,,5
67331,,5
67332,,5
67333,,5
67334,,5
67335,,5
67336,,5
67337,,5
67338,,5
67339,,5
67340,,5
67341,,5
67342,,5
67343,,5
67344,,4
67345,,4
67346,,4
67347,,4
67348,,4
67349,,4
67350,,4
67351,,4
67352,,4
67353,,4
67354,,4
67355,,4
67356,,4
67357,,4
67358,,4
67359,,4
67360,,4
67361,,4
67362,,4
67363,,4
67364,,4
67365,,4
67366,,4
67367,,4
67368,,3
67369,,3
67370,,3
67371,,3
67372,,3
67373,,3
67374,,3
67375,,3
67376,,3
67377,,3
67378,,3
67379,,3
67380,,3
67381,,3
67382,,3
67383,,3
67384,,3
67385,,3
67386,,3
67387,,3
67388,,3
67389,,3
67390,,3
67391,,3
67392,,2
67393,,2
67394,,2
67395,,2
67396,,2
67397,,2
67398,,2
67399,,2
67400,,2
67401,,2
67402,,2
67403,,2
67404,,2
67405,,2
67406,,2
67407,,2
67408,,2
67409,,2
67410,,2
67411,,2
67412,,2
67413,,2
67414,,2
67415,,2
67416,,1
67417,,1
67418,,1
67419,,1
67420,,1
67421,,1
67422,,1
67423,,1
67424,,1
67425,,1
75267,,28
75268,,28
75269,,28
75270,,28
75271,,28
75272,,28
75273,,28
75274,,28
75275,,28
75276,,28
75277,,28
75278,,28
75279,,28
75280,,28
75281,,28
75282,,28
75283,,28
75284,,28
75285,,28
75286,,28
75287,,28
75288,,28
75289,,28
75290,,28
75291,,27
75292,,27
75293,,27
75294,,27
75295,,27
75296,,27
75297,,27
75298,,27
75299,,27
75300,,27
75301,,27
75302,,27
75303,,27
75304,,27
75305,,27
75306,,27
75307,,27
75308,,27
75309,,27
75310,,27
75311,,27
75312,,27
75313,,27
75314,,27
75315,,26
75316,,26
75317,,26
75318,,26
75319,,26
75320,,26
75321,,26
75322,,26
75323,,26
75324,,26
75325,,26
75326,,26
75327,,26
75328,,26
75329,,26
75330,,26
75331,,26
75332,,26
75333,,26
75334,,26
75335,,26
75336,,26
75337,,26
75338,,26
75339,,25
75340,,25
75341,,25
75342,,25
75343,,25
75344,,25
75345,,25
75346,,25
75347,,25
75348,,25
75349,,25
75350,,25
75351,,25
75352,,25
75353,,25
75354,,25
75355,,25
75356,,25
75357,,25
75358,,25
75359,,25
75360,,25
75361,,25
75362,,25
75363,,24
75364,,24
75365,,24
75366,,24
75367,,24
75368,,24
75369,,24
75370,,24
75371,,24
75372,,24
75373,,24
75374,,24
75375,,24
75376,,24
75377,,24
75378,,24
75379,,24
75380,,24
75381,,24
75382,,24
75383,,24
75384,,24
75385,,24
75386,,24
75387,,23
75388,,23
75389,,23
75390,,23
75391,,23
75392,,23
75393,,23
75394,,23
75395,,23
75396,,23
75397,,23
75398,,23
75399,,23
75400,,23
75401,,23
75402,,23
75403,,23
75404,,23
75405,,23
75406,,23
75407,,23
75408,,23
75409,,23
75410,,23
75411,,22
75412,,22
75413,,22
75414,,22
75415,,22
75416,,22
75417,,22
75418,,22
75419,,22
75420,,22
75421,,22
75422,,22
75423,,22
75424,,22
75425,,22
75426,,22
75427,,22
75428,,22
75429,,22
75430,,22
75431,,22
75432,,22
75433,,22
75434,,22
75435,,21
75436,,21
75437,,21
75438,,21
75439,,21
75440,,21
75441,,21
75442,,21
75443,,21
75444,,21
75445,,21
75446,,21
75447,,21
75448,,21
75449,,21
75450,,21
75451,,21
75452,,21
75453,,21
75454,,21
75455,,21
75456,,21
75457,,21
75458,,21
75459,,20
75460,,20
75461,,20
75462,,20
75463,,20
75464,,20
75465,,20
75466,,20
75467,,20
75468,,20
75469,,20
75470,,20
75471,,20
75472,,20
75473,,20
75474,,20
75475,,20
75476,,20
75477,,20
75478,,20
75479,,20
75480,,20
75481,,20
75482,,20
75483,,19
75484,,19
75485,,19
75486,,19
75487,,19
75488,,19
75489,,19
75490,,19
75491,,19
75492,,19
75493,,19
75494,,19
75495,,19
75496,,19
75497,,19
75498,,19
75499,,19
75500,,19
75501,,19
75502,,19
75503,,19
75504,,19
75505,,19
75506,,19
75507,,18
75508,,18
75509,,18
75510,,18
75511,,18
75512,,18
75513,,18
75514,,18
75515,,18
75516,,18
75517,,18
75518,,18
75519,,18
75520,,18
75521,,18
